
The following have been reloaded with a version change:
  1) linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-h6soa57 => linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-w7ngxar
  2) linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-cqof5qs => linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-c5gajon

WARNING:bayesflow:When using torch backend, we need to disable autograd by default to avoid excessive memory usage. Use
with torch.enable_grad():
in contexts where you need gradients (e.g. custom training loops).
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/bayesflow/diagnostics/metrics/posterior_contraction.py:59: RuntimeWarning: Degrees of freedom <= 0 for slice
  post_vars = samples["estimates"].var(axis=1, ddof=1)
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/numpy/core/_methods.py:195: RuntimeWarning: invalid value encountered in divide
  ret = um.true_divide(
Exp: 29 Model: 9 damping_factor_t
Kernel type: variance_preserving, noise schedule: cosine
t_min: 0.00035210439818911254, t_max: 0.999647855758667
alpha, sigma: (tensor(1.0000), tensor(0.0006)) (tensor(0.0006), tensor(1.0000))
Moving prior to device: cpu
+--------------------------------------+------------+
|               Modules                | Parameters |
+--------------------------------------+------------+
|        time_embedding.0.scale        |     1      |
|       time_embedding.1.weight        |     64     |
|        time_embedding.1.bias         |     8      |
|   blocks.res_blocks.0.dense.weight   |    7168    |
|    blocks.res_blocks.0.dense.bias    |    256     |
| blocks.res_blocks.0.projector.weight |    7168    |
|   blocks.res_blocks.1.dense.weight   |   65536    |
|    blocks.res_blocks.1.dense.bias    |    256     |
|   blocks.res_blocks.2.dense.weight   |   65536    |
|    blocks.res_blocks.2.dense.bias    |    256     |
|   blocks.res_blocks.3.dense.weight   |   65536    |
|    blocks.res_blocks.3.dense.bias    |    256     |
|   blocks.res_blocks.4.dense.weight   |   65536    |
|    blocks.res_blocks.4.dense.bias    |    256     |
|    final_projection_linear.weight    |    2560    |
|     final_projection_linear.bias     |     10     |
+--------------------------------------+------------+
Total Trainable Params: 280403
gaussian_flat9_1score_model_v_variance_preserving_cosine_likelihood_weighting
Training v-model for 1000 epochs with learning rate 0.0005 and likelihood_weighting weighting.
Epoch 1/1000, Loss: 15.4630, Valid Loss: 14.3656
Epoch 2/1000, Loss: 16.2149, Valid Loss: 16.6226
Epoch 3/1000, Loss: 15.2364, Valid Loss: 13.9589
Epoch 4/1000, Loss: 15.4402, Valid Loss: 12.4203
Epoch 5/1000, Loss: 15.8749, Valid Loss: 14.8761
Epoch 6/1000, Loss: 15.2089, Valid Loss: 15.8987
Epoch 7/1000, Loss: 16.1718, Valid Loss: 16.9955
Epoch 8/1000, Loss: 14.9685, Valid Loss: 19.1736
Epoch 9/1000, Loss: 15.4823, Valid Loss: 15.3340
Epoch 10/1000, Loss: 15.6020, Valid Loss: 13.9724
Epoch 11/1000, Loss: 13.9517, Valid Loss: 14.7379
Epoch 12/1000, Loss: 15.6144, Valid Loss: 13.0790
Epoch 13/1000, Loss: 14.5176, Valid Loss: 14.8499
Epoch 14/1000, Loss: 15.0633, Valid Loss: 16.1591
Epoch 15/1000, Loss: 14.3744, Valid Loss: 17.7143
Epoch 16/1000, Loss: 14.1882, Valid Loss: 14.7904
Epoch 17/1000, Loss: 15.0189, Valid Loss: 15.4516
Epoch 18/1000, Loss: 15.5032, Valid Loss: 17.9477
Epoch 19/1000, Loss: 15.8495, Valid Loss: 15.3914
Epoch 20/1000, Loss: 14.0349, Valid Loss: 14.7433
Epoch 21/1000, Loss: 15.5263, Valid Loss: 17.1709
Epoch 22/1000, Loss: 14.8791, Valid Loss: 13.8519
Epoch 23/1000, Loss: 14.7694, Valid Loss: 13.7846
Epoch 24/1000, Loss: 14.3782, Valid Loss: 11.6973
Epoch 25/1000, Loss: 15.9160, Valid Loss: 15.6782
Epoch 26/1000, Loss: 14.6460, Valid Loss: 13.8467
Epoch 27/1000, Loss: 14.5405, Valid Loss: 12.3806
Epoch 28/1000, Loss: 15.4651, Valid Loss: 13.3883
Epoch 29/1000, Loss: 14.8234, Valid Loss: 12.4060
Epoch 30/1000, Loss: 15.6402, Valid Loss: 14.8619
Epoch 31/1000, Loss: 15.5625, Valid Loss: 12.8818
Epoch 32/1000, Loss: 14.7539, Valid Loss: 15.4801
Epoch 33/1000, Loss: 15.1297, Valid Loss: 14.9012
Epoch 34/1000, Loss: 14.9635, Valid Loss: 13.6737
Epoch 35/1000, Loss: 15.0798, Valid Loss: 12.9399
Epoch 36/1000, Loss: 15.6029, Valid Loss: 18.4752
Epoch 37/1000, Loss: 15.0745, Valid Loss: 17.4335
Epoch 38/1000, Loss: 14.8286, Valid Loss: 16.0924
Epoch 39/1000, Loss: 13.8563, Valid Loss: 14.2126
Epoch 40/1000, Loss: 14.9013, Valid Loss: 16.1865
Epoch 41/1000, Loss: 14.7210, Valid Loss: 17.8433
Epoch 117/1000, Loss: 14.6124, Valid Loss: 13.3351
Epoch 118/1000, Loss: 14.4071, Valid Loss: 14.4632
Epoch 119/1000, Loss: 15.8150, Valid Loss: 19.5057
Epoch 120/1000, Loss: 14.1265, Valid Loss: 15.0282
Epoch 121/1000, Loss: 15.5034, Valid Loss: 15.3240
Epoch 122/1000, Loss: 15.3988, Valid Loss: 13.6566
Epoch 123/1000, Loss: 14.0461, Valid Loss: 12.9966
Epoch 124/1000, Loss: 15.0602, Valid Loss: 13.5350
Epoch 125/1000, Loss: 14.4556, Valid Loss: 13.8516
Epoch 126/1000, Loss: 15.3671, Valid Loss: 15.3500
Epoch 127/1000, Loss: 15.3092, Valid Loss: 14.6191
Epoch 128/1000, Loss: 15.5002, Valid Loss: 16.4999
Epoch 129/1000, Loss: 15.5583, Valid Loss: 21.5033
Epoch 130/1000, Loss: 14.6172, Valid Loss: 17.9234
Epoch 131/1000, Loss: 15.4961, Valid Loss: 15.3880
Epoch 132/1000, Loss: 14.1253, Valid Loss: 17.4322
Epoch 133/1000, Loss: 14.9717, Valid Loss: 12.6384
Epoch 134/1000, Loss: 14.5724, Valid Loss: 13.3033
Epoch 135/1000, Loss: 14.4220, Valid Loss: 14.1828
Epoch 136/1000, Loss: 16.3743, Valid Loss: 14.1712
Epoch 137/1000, Loss: 15.9067, Valid Loss: 12.1510
Epoch 138/1000, Loss: 15.4965, Valid Loss: 14.9156
Epoch 139/1000, Loss: 15.0497, Valid Loss: 13.8652
Epoch 140/1000, Loss: 16.4866, Valid Loss: 16.4873
Epoch 141/1000, Loss: 14.8397, Valid Loss: 17.6899
Epoch 142/1000, Loss: 15.8658, Valid Loss: 14.7998
Epoch 143/1000, Loss: 14.9782, Valid Loss: 15.5989
Epoch 144/1000, Loss: 14.9187, Valid Loss: 16.8222
Epoch 145/1000, Loss: 14.6887, Valid Loss: 12.5966
Epoch 146/1000, Loss: 15.1300, Valid Loss: 13.2277
Epoch 147/1000, Loss: 14.8968, Valid Loss: 12.8658
Epoch 148/1000, Loss: 15.8522, Valid Loss: 12.5666
Epoch 149/1000, Loss: 16.0218, Valid Loss: 19.3966
Epoch 150/1000, Loss: 15.2819, Valid Loss: 13.7848
Epoch 151/1000, Loss: 14.6089, Valid Loss: 18.9258
Epoch 152/1000, Loss: 14.5853, Valid Loss: 14.2380
Epoch 153/1000, Loss: 15.4332, Valid Loss: 20.5953
Epoch 154/1000, Loss: 15.2125, Valid Loss: 14.7225
Epoch 155/1000, Loss: 15.6788, Valid Loss: 17.3841
Epoch 156/1000, Loss: 15.6364, Valid Loss: 14.5477
Epoch 157/1000, Loss: 14.4276, Valid Loss: 20.3261
Epoch 158/1000, Loss: 15.1998, Valid Loss: 12.9787
Epoch 159/1000, Loss: 14.3782, Valid Loss: 13.6612
Epoch 160/1000, Loss: 14.5454, Valid Loss: 15.9136
Epoch 161/1000, Loss: 14.5208, Valid Loss: 17.9383
Epoch 162/1000, Loss: 14.8980, Valid Loss: 12.9539
Epoch 163/1000, Loss: 16.8462, Valid Loss: 15.8489
Epoch 164/1000, Loss: 14.5293, Valid Loss: 17.7950
Epoch 165/1000, Loss: 14.5360, Valid Loss: 17.6181
Epoch 166/1000, Loss: 15.8106, Valid Loss: 13.6919
Epoch 167/1000, Loss: 15.7566, Valid Loss: 14.9723
Epoch 168/1000, Loss: 16.6325, Valid Loss: 16.0478
Epoch 169/1000, Loss: 14.8688, Valid Loss: 13.5645
Epoch 170/1000, Loss: 15.2320, Valid Loss: 18.2299
Epoch 171/1000, Loss: 15.1713, Valid Loss: 13.3783
Epoch 172/1000, Loss: 14.7127, Valid Loss: 18.8968
Epoch 173/1000, Loss: 14.6454, Valid Loss: 19.4208
Epoch 174/1000, Loss: 15.5362, Valid Loss: 14.2116
Epoch 175/1000, Loss: 14.9677, Valid Loss: 16.2928
Epoch 176/1000, Loss: 16.0341, Valid Loss: 15.2470
Epoch 177/1000, Loss: 16.0969, Valid Loss: 14.0187
Epoch 178/1000, Loss: 15.2112, Valid Loss: 14.5598
Epoch 179/1000, Loss: 14.7341, Valid Loss: 16.9687
Epoch 180/1000, Loss: 14.7125, Valid Loss: 15.1764
Epoch 181/1000, Loss: 14.7421, Valid Loss: 12.5017
Epoch 182/1000, Loss: 14.6935, Valid Loss: 13.4936
Epoch 183/1000, Loss: 15.2187, Valid Loss: 15.7284
Epoch 184/1000, Loss: 14.7763, Valid Loss: 13.4652
Epoch 185/1000, Loss: 15.0096, Valid Loss: 14.3712
Epoch 186/1000, Loss: 14.2431, Valid Loss: 13.7552
Epoch 187/1000, Loss: 14.9795, Valid Loss: 14.2372
Epoch 188/1000, Loss: 14.4197, Valid Loss: 13.9264
Epoch 189/1000, Loss: 15.0316, Valid Loss: 13.7685
Epoch 190/1000, Loss: 15.3753, Valid Loss: 12.5052
Epoch 191/1000, Loss: 14.9523, Valid Loss: 13.3367
Epoch 192/1000, Loss: 14.2490, Valid Loss: 18.6829
Epoch 193/1000, Loss: 14.6526, Valid Loss: 17.3362
Epoch 194/1000, Loss: 14.3446, Valid Loss: 14.0875
Epoch 195/1000, Loss: 14.9668, Valid Loss: 16.5603
Epoch 196/1000, Loss: 15.3379, Valid Loss: 12.4647
Epoch 197/1000, Loss: 14.4834, Valid Loss: 12.3722
Epoch 198/1000, Loss: 15.5412, Valid Loss: 16.8157
Epoch 199/1000, Loss: 15.0699, Valid Loss: 12.8429
Epoch 200/1000, Loss: 15.6819, Valid Loss: 11.9461
Epoch 201/1000, Loss: 14.3123, Valid Loss: 15.8424
Epoch 202/1000, Loss: 14.7421, Valid Loss: 13.3251
Epoch 203/1000, Loss: 14.8402, Valid Loss: 17.6488
Epoch 204/1000, Loss: 14.8733, Valid Loss: 12.2620
Epoch 205/1000, Loss: 14.9316, Valid Loss: 13.8431
Epoch 206/1000, Loss: 14.7068, Valid Loss: 14.8361
Epoch 207/1000, Loss: 15.1761, Valid Loss: 13.3181
Epoch 208/1000, Loss: 15.0555, Valid Loss: 12.9011
Epoch 209/1000, Loss: 14.5823, Valid Loss: 16.2587
Epoch 210/1000, Loss: 15.7456, Valid Loss: 13.1245
Epoch 211/1000, Loss: 15.6176, Valid Loss: 13.2905
Epoch 212/1000, Loss: 15.3500, Valid Loss: 18.8015
Epoch 213/1000, Loss: 14.0185, Valid Loss: 15.1093
Epoch 214/1000, Loss: 13.9929, Valid Loss: 13.6781
Epoch 215/1000, Loss: 15.4045, Valid Loss: 15.1203
Epoch 216/1000, Loss: 14.7660, Valid Loss: 14.6760
Epoch 217/1000, Loss: 15.0744, Valid Loss: 15.6189
Epoch 218/1000, Loss: 15.7193, Valid Loss: 12.8487
Epoch 219/1000, Loss: 15.8549, Valid Loss: 15.2050
Epoch 220/1000, Loss: 15.6132, Valid Loss: 12.5977
Epoch 221/1000, Loss: 15.0889, Valid Loss: 16.8005
Epoch 222/1000, Loss: 14.5325, Valid Loss: 12.6932
Epoch 223/1000, Loss: 14.6992, Valid Loss: 13.9171
Epoch 224/1000, Loss: 14.8821, Valid Loss: 15.7187
Epoch 225/1000, Loss: 15.0377, Valid Loss: 17.5859
Epoch 226/1000, Loss: 14.4374, Valid Loss: 15.1819
Epoch 227/1000, Loss: 15.1247, Valid Loss: 13.7757
Epoch 228/1000, Loss: 15.2924, Valid Loss: 12.8901
Epoch 229/1000, Loss: 15.8765, Valid Loss: 13.4761
Epoch 230/1000, Loss: 14.6857, Valid Loss: 11.9149
Epoch 231/1000, Loss: 15.0651, Valid Loss: 13.2555
Epoch 232/1000, Loss: 14.5741, Valid Loss: 12.1461
Epoch 233/1000, Loss: 15.1108, Valid Loss: 14.6929
Epoch 234/1000, Loss: 14.6966, Valid Loss: 12.6054
Epoch 235/1000, Loss: 14.6504, Valid Loss: 14.9692
Epoch 236/1000, Loss: 14.4297, Valid Loss: 15.6433
Epoch 237/1000, Loss: 15.7395, Valid Loss: 13.3150
Epoch 238/1000, Loss: 15.3886, Valid Loss: 19.3371
Epoch 239/1000, Loss: 14.2541, Valid Loss: 17.9568
Epoch 240/1000, Loss: 15.8456, Valid Loss: 14.6238
Epoch 241/1000, Loss: 14.5544, Valid Loss: 16.8730
Epoch 242/1000, Loss: 14.8827, Valid Loss: 14.7576
Epoch 243/1000, Loss: 14.6830, Valid Loss: 17.8081
Epoch 244/1000, Loss: 14.8293, Valid Loss: 17.3801
Epoch 245/1000, Loss: 14.3599, Valid Loss: 22.6604
Epoch 246/1000, Loss: 15.0163, Valid Loss: 16.0771
Epoch 247/1000, Loss: 14.8425, Valid Loss: 14.7936
Epoch 248/1000, Loss: 15.0438, Valid Loss: 13.2619
Epoch 249/1000, Loss: 15.8280, Valid Loss: 12.2842
Epoch 250/1000, Loss: 14.3573, Valid Loss: 13.9407
Epoch 251/1000, Loss: 16.1216, Valid Loss: 14.8004
Epoch 252/1000, Loss: 15.0659, Valid Loss: 14.5033
Epoch 253/1000, Loss: 15.2134, Valid Loss: 13.4775
Epoch 254/1000, Loss: 15.7396, Valid Loss: 11.7816
Epoch 255/1000, Loss: 14.9608, Valid Loss: 14.3873
Epoch 256/1000, Loss: 16.1621, Valid Loss: 22.0299
Epoch 257/1000, Loss: 14.4011, Valid Loss: 14.2499
Epoch 258/1000, Loss: 15.0351, Valid Loss: 13.5632
Epoch 259/1000, Loss: 15.1142, Valid Loss: 14.3730
Epoch 260/1000, Loss: 14.5563, Valid Loss: 15.9719
Epoch 261/1000, Loss: 14.4526, Valid Loss: 14.0868
Epoch 262/1000, Loss: 14.2955, Valid Loss: 12.4276
Epoch 263/1000, Loss: 15.7093, Valid Loss: 18.8281
Epoch 264/1000, Loss: 15.7910, Valid Loss: 14.5422
Epoch 265/1000, Loss: 14.8113, Valid Loss: 13.5440
Epoch 266/1000, Loss: 15.0722, Valid Loss: 12.4165
Epoch 267/1000, Loss: 14.1386, Valid Loss: 15.7574
Epoch 268/1000, Loss: 15.5201, Valid Loss: 14.2701
Epoch 269/1000, Loss: 15.2795, Valid Loss: 15.8443
Epoch 270/1000, Loss: 14.1833, Valid Loss: 16.6015
Epoch 271/1000, Loss: 15.4855, Valid Loss: 17.0499
Epoch 272/1000, Loss: 15.0675, Valid Loss: 15.0869
Epoch 273/1000, Loss: 14.3078, Valid Loss: 16.2933
Epoch 274/1000, Loss: 13.8247, Valid Loss: 13.2924
Epoch 275/1000, Loss: 14.0520, Valid Loss: 15.2607
Epoch 276/1000, Loss: 14.8460, Valid Loss: 13.0905
Epoch 277/1000, Loss: 13.8032, Valid Loss: 19.4729
Epoch 278/1000, Loss: 15.5487, Valid Loss: 18.0396
Epoch 279/1000, Loss: 14.7103, Valid Loss: 14.7064
Epoch 280/1000, Loss: 14.9638, Valid Loss: 14.2021
Epoch 281/1000, Loss: 15.5643, Valid Loss: 20.9277
Epoch 282/1000, Loss: 14.5819, Valid Loss: 17.8446
Epoch 283/1000, Loss: 16.5035, Valid Loss: 18.2122
Epoch 284/1000, Loss: 14.5817, Valid Loss: 16.0210
Epoch 285/1000, Loss: 15.8901, Valid Loss: 12.4485
Epoch 286/1000, Loss: 15.2451, Valid Loss: 20.4300
Epoch 287/1000, Loss: 14.4668, Valid Loss: 12.5550
Epoch 288/1000, Loss: 14.5069, Valid Loss: 14.4110
Epoch 289/1000, Loss: 15.0255, Valid Loss: 14.0925
Epoch 290/1000, Loss: 14.8707, Valid Loss: 17.6102
Epoch 291/1000, Loss: 14.9404, Valid Loss: 17.0885
Epoch 292/1000, Loss: 14.0358, Valid Loss: 16.4532
Epoch 293/1000, Loss: 15.4124, Valid Loss: 14.3909
Epoch 294/1000, Loss: 14.6477, Valid Loss: 13.9923
Epoch 295/1000, Loss: 15.7911, Valid Loss: 14.9070
Epoch 296/1000, Loss: 15.7394, Valid Loss: 11.7588
Epoch 297/1000, Loss: 14.3918, Valid Loss: 14.0617
Epoch 298/1000, Loss: 15.7100, Valid Loss: 18.0586
Epoch 299/1000, Loss: 15.1979, Valid Loss: 14.8915
Epoch 300/1000, Loss: 14.9120, Valid Loss: 14.6766
Epoch 301/1000, Loss: 14.5515, Valid Loss: 18.3205
Epoch 302/1000, Loss: 15.3165, Valid Loss: 12.6857
Epoch 303/1000, Loss: 14.7137, Valid Loss: 13.2892
Epoch 304/1000, Loss: 15.7209, Valid Loss: 13.7193
Epoch 305/1000, Loss: 15.6778, Valid Loss: 13.3032
Epoch 306/1000, Loss: 13.9609, Valid Loss: 14.7531
Epoch 307/1000, Loss: 14.0566, Valid Loss: 14.8602
Epoch 308/1000, Loss: 14.5730, Valid Loss: 12.9727
Epoch 309/1000, Loss: 14.9766, Valid Loss: 13.4258
Epoch 310/1000, Loss: 14.6707, Valid Loss: 14.5611
Epoch 311/1000, Loss: 14.7271, Valid Loss: 12.0905
Epoch 312/1000, Loss: 15.0589, Valid Loss: 14.0877
Epoch 313/1000, Loss: 14.4927, Valid Loss: 19.6001
Epoch 314/1000, Loss: 14.8595, Valid Loss: 15.3866
Epoch 315/1000, Loss: 15.9468, Valid Loss: 16.4187
Epoch 316/1000, Loss: 15.4621, Valid Loss: 13.1901
Epoch 317/1000, Loss: 15.5289, Valid Loss: 18.0961
Epoch 318/1000, Loss: 14.4595, Valid Loss: 22.0280
Epoch 319/1000, Loss: 15.0355, Valid Loss: 14.7805
