
The following have been reloaded with a version change:
  1) linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-h6soa57 => linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-w7ngxar
  2) linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-cqof5qs => linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-c5gajon

WARNING:bayesflow:When using torch backend, we need to disable autograd by default to avoid excessive memory usage. Use
with torch.enable_grad():
in contexts where you need gradients (e.g. custom training loops).
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/bayesflow/diagnostics/metrics/posterior_contraction.py:59: RuntimeWarning: Degrees of freedom <= 0 for slice
  post_vars = samples["estimates"].var(axis=1, ddof=1)
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/numpy/core/_methods.py:195: RuntimeWarning: invalid value encountered in divide
  ret = um.true_divide(
Exp: 26 Model: 6 damping_factor_t
Kernel type: variance_preserving, noise schedule: cosine
t_min: 0.00035210439818911254, t_max: 0.999647855758667
alpha, sigma: (tensor(1.0000), tensor(0.0006)) (tensor(0.0006), tensor(1.0000))
Moving prior to device: cpu
+--------------------------------------+------------+
|               Modules                | Parameters |
+--------------------------------------+------------+
|        time_embedding.0.scale        |     1      |
|       time_embedding.1.weight        |     64     |
|        time_embedding.1.bias         |     8      |
|   blocks.res_blocks.0.dense.weight   |    7168    |
|    blocks.res_blocks.0.dense.bias    |    256     |
| blocks.res_blocks.0.projector.weight |    7168    |
|   blocks.res_blocks.1.dense.weight   |   65536    |
|    blocks.res_blocks.1.dense.bias    |    256     |
|   blocks.res_blocks.2.dense.weight   |   65536    |
|    blocks.res_blocks.2.dense.bias    |    256     |
|   blocks.res_blocks.3.dense.weight   |   65536    |
|    blocks.res_blocks.3.dense.bias    |    256     |
|   blocks.res_blocks.4.dense.weight   |   65536    |
|    blocks.res_blocks.4.dense.bias    |    256     |
|    final_projection_linear.weight    |    2560    |
|     final_projection_linear.bias     |     10     |
+--------------------------------------+------------+
Total Trainable Params: 280403
gaussian_flat6_1score_model_v_variance_preserving_cosine_likelihood_weighting
Training v-model for 1000 epochs with learning rate 0.0005 and likelihood_weighting weighting.
Epoch 1/1000, Loss: 15.4803, Valid Loss: 13.6503
Epoch 2/1000, Loss: 15.4927, Valid Loss: 13.2862
Epoch 3/1000, Loss: 15.1695, Valid Loss: 13.4060
Epoch 4/1000, Loss: 15.6096, Valid Loss: 14.9403
Epoch 5/1000, Loss: 14.8306, Valid Loss: 17.2605
Epoch 6/1000, Loss: 14.9999, Valid Loss: 14.0797
Epoch 7/1000, Loss: 15.5520, Valid Loss: 20.4906
Epoch 8/1000, Loss: 14.2010, Valid Loss: 12.6632
Epoch 9/1000, Loss: 14.9347, Valid Loss: 19.8529
Epoch 10/1000, Loss: 15.7989, Valid Loss: 15.9881
Epoch 11/1000, Loss: 14.9399, Valid Loss: 14.0270
Epoch 12/1000, Loss: 14.6033, Valid Loss: 13.9495
Epoch 13/1000, Loss: 15.8026, Valid Loss: 14.0075
Epoch 14/1000, Loss: 14.9034, Valid Loss: 20.4748
Epoch 15/1000, Loss: 13.8607, Valid Loss: 20.2171
Epoch 16/1000, Loss: 15.0717, Valid Loss: 17.0532
Epoch 17/1000, Loss: 14.5221, Valid Loss: 17.7844
Epoch 18/1000, Loss: 14.8311, Valid Loss: 13.0163
Epoch 19/1000, Loss: 13.8817, Valid Loss: 14.9917
Epoch 20/1000, Loss: 14.8458, Valid Loss: 15.1759
Epoch 21/1000, Loss: 15.5850, Valid Loss: 15.5529
Epoch 22/1000, Loss: 15.0218, Valid Loss: 14.2108
Epoch 23/1000, Loss: 15.1649, Valid Loss: 15.5770
Epoch 24/1000, Loss: 15.7443, Valid Loss: 12.8391
Epoch 25/1000, Loss: 15.7271, Valid Loss: 14.3368
Epoch 26/1000, Loss: 14.5345, Valid Loss: 15.9713
Epoch 27/1000, Loss: 14.0333, Valid Loss: 13.9897
Epoch 28/1000, Loss: 14.6837, Valid Loss: 13.9579
Epoch 29/1000, Loss: 14.5240, Valid Loss: 15.7944
Epoch 30/1000, Loss: 15.5364, Valid Loss: 17.8630
Epoch 31/1000, Loss: 15.4942, Valid Loss: 15.5235
Epoch 32/1000, Loss: 15.0565, Valid Loss: 17.7471
Epoch 33/1000, Loss: 14.6942, Valid Loss: 15.2314
Epoch 34/1000, Loss: 15.1276, Valid Loss: 13.6630
Epoch 35/1000, Loss: 15.1347, Valid Loss: 12.2703
Epoch 36/1000, Loss: 14.3909, Valid Loss: 13.2562
Epoch 37/1000, Loss: 16.2863, Valid Loss: 14.2588
Epoch 38/1000, Loss: 14.6252, Valid Loss: 16.3260
Epoch 39/1000, Loss: 15.8641, Valid Loss: 12.3088
Epoch 40/1000, Loss: 15.3861, Valid Loss: 11.8682
Epoch 41/1000, Loss: 15.6258, Valid Loss: 14.3720
Epoch 117/1000, Loss: 16.1094, Valid Loss: 14.6311
Epoch 118/1000, Loss: 14.0489, Valid Loss: 18.5292
Epoch 119/1000, Loss: 15.2109, Valid Loss: 16.4610
Epoch 120/1000, Loss: 14.1709, Valid Loss: 12.9021
Epoch 121/1000, Loss: 17.8927, Valid Loss: 16.1117
Epoch 122/1000, Loss: 16.0730, Valid Loss: 13.0026
Epoch 123/1000, Loss: 14.6413, Valid Loss: 12.6983
Epoch 124/1000, Loss: 15.4031, Valid Loss: 14.1466
Epoch 125/1000, Loss: 15.2816, Valid Loss: 12.4045
Epoch 126/1000, Loss: 15.1524, Valid Loss: 14.9969
Epoch 127/1000, Loss: 15.1363, Valid Loss: 13.6697
Epoch 128/1000, Loss: 14.7619, Valid Loss: 13.1253
Epoch 129/1000, Loss: 15.1577, Valid Loss: 15.4347
Epoch 130/1000, Loss: 14.8797, Valid Loss: 18.9599
Epoch 131/1000, Loss: 14.9933, Valid Loss: 14.9941
Epoch 132/1000, Loss: 14.6957, Valid Loss: 17.5742
Epoch 133/1000, Loss: 13.5790, Valid Loss: 16.0592
Epoch 134/1000, Loss: 14.6375, Valid Loss: 18.2664
Epoch 135/1000, Loss: 15.5221, Valid Loss: 14.7461
Epoch 136/1000, Loss: 14.9187, Valid Loss: 14.7940
Epoch 137/1000, Loss: 14.5362, Valid Loss: 17.8013
Epoch 138/1000, Loss: 14.8832, Valid Loss: 13.1867
Epoch 139/1000, Loss: 14.9020, Valid Loss: 12.1652
Epoch 140/1000, Loss: 15.8356, Valid Loss: 14.7808
Epoch 141/1000, Loss: 14.2391, Valid Loss: 13.7627
Epoch 142/1000, Loss: 15.3996, Valid Loss: 13.4654
Epoch 143/1000, Loss: 14.2275, Valid Loss: 15.0696
Epoch 144/1000, Loss: 15.0133, Valid Loss: 16.3944
Epoch 145/1000, Loss: 14.4925, Valid Loss: 16.7315
Epoch 146/1000, Loss: 14.9844, Valid Loss: 11.9675
Epoch 147/1000, Loss: 14.4657, Valid Loss: 21.9945
Epoch 148/1000, Loss: 14.5166, Valid Loss: 12.1362
Epoch 149/1000, Loss: 16.1569, Valid Loss: 16.8600
Epoch 150/1000, Loss: 14.9382, Valid Loss: 14.3451
Epoch 151/1000, Loss: 14.4792, Valid Loss: 13.1080
Epoch 152/1000, Loss: 15.0615, Valid Loss: 14.5173
Epoch 153/1000, Loss: 14.4006, Valid Loss: 14.9762
Epoch 154/1000, Loss: 15.2764, Valid Loss: 14.7709
Epoch 155/1000, Loss: 15.2899, Valid Loss: 17.3440
Epoch 156/1000, Loss: 14.6101, Valid Loss: 17.0655
Epoch 157/1000, Loss: 14.5862, Valid Loss: 13.2482
Epoch 158/1000, Loss: 15.6576, Valid Loss: 14.8958
Epoch 159/1000, Loss: 14.4792, Valid Loss: 12.9956
Epoch 160/1000, Loss: 14.9798, Valid Loss: 15.6124
Epoch 161/1000, Loss: 14.7460, Valid Loss: 16.4348
Epoch 162/1000, Loss: 14.9735, Valid Loss: 20.1113
Epoch 163/1000, Loss: 14.8447, Valid Loss: 13.8636
Epoch 164/1000, Loss: 15.5228, Valid Loss: 14.2095
Epoch 165/1000, Loss: 16.0339, Valid Loss: 13.8783
Epoch 166/1000, Loss: 15.3660, Valid Loss: 13.1975
Epoch 167/1000, Loss: 14.4427, Valid Loss: 16.5131
Epoch 168/1000, Loss: 15.3365, Valid Loss: 15.4906
Epoch 169/1000, Loss: 14.3616, Valid Loss: 14.3395
Epoch 170/1000, Loss: 15.1438, Valid Loss: 14.3661
Epoch 171/1000, Loss: 14.6932, Valid Loss: 13.4735
Epoch 172/1000, Loss: 15.2326, Valid Loss: 22.3820
Epoch 173/1000, Loss: 16.9023, Valid Loss: 14.8287
Epoch 174/1000, Loss: 14.7385, Valid Loss: 15.9706
Epoch 175/1000, Loss: 14.3025, Valid Loss: 13.2535
Epoch 176/1000, Loss: 15.1195, Valid Loss: 13.5171
Epoch 177/1000, Loss: 15.0701, Valid Loss: 21.9289
Epoch 178/1000, Loss: 14.6695, Valid Loss: 12.1148
Epoch 179/1000, Loss: 15.0451, Valid Loss: 13.2471
Epoch 180/1000, Loss: 14.9575, Valid Loss: 16.2155
Epoch 181/1000, Loss: 14.5180, Valid Loss: 11.8861
Epoch 182/1000, Loss: 14.3838, Valid Loss: 21.1103
Epoch 183/1000, Loss: 14.8599, Valid Loss: 13.7447
Epoch 184/1000, Loss: 16.0377, Valid Loss: 14.7178
Epoch 185/1000, Loss: 14.2335, Valid Loss: 14.5192
Epoch 186/1000, Loss: 14.7651, Valid Loss: 17.8433
Epoch 187/1000, Loss: 15.2088, Valid Loss: 13.9795
Epoch 188/1000, Loss: 14.0189, Valid Loss: 15.9815
Epoch 189/1000, Loss: 14.4448, Valid Loss: 14.8765
Epoch 190/1000, Loss: 14.7573, Valid Loss: 13.2553
Epoch 191/1000, Loss: 14.5079, Valid Loss: 12.1488
Epoch 192/1000, Loss: 14.7675, Valid Loss: 12.2726
Epoch 193/1000, Loss: 13.9814, Valid Loss: 14.7888
Epoch 194/1000, Loss: 14.6985, Valid Loss: 17.2231
Epoch 195/1000, Loss: 15.1738, Valid Loss: 18.6330
Epoch 196/1000, Loss: 15.2490, Valid Loss: 11.1138
Epoch 197/1000, Loss: 13.8689, Valid Loss: 28.3942
Epoch 198/1000, Loss: 15.3511, Valid Loss: 12.8234
Epoch 199/1000, Loss: 13.8159, Valid Loss: 14.8071
Epoch 200/1000, Loss: 16.0722, Valid Loss: 16.4031
Epoch 201/1000, Loss: 13.5916, Valid Loss: 13.2724
Epoch 202/1000, Loss: 14.9026, Valid Loss: 17.8754
Epoch 203/1000, Loss: 14.8661, Valid Loss: 14.2356
Epoch 204/1000, Loss: 15.5515, Valid Loss: 15.4860
Epoch 205/1000, Loss: 16.2857, Valid Loss: 13.6271
Epoch 206/1000, Loss: 15.0717, Valid Loss: 12.9888
Epoch 207/1000, Loss: 15.2355, Valid Loss: 13.6181
Epoch 208/1000, Loss: 14.4931, Valid Loss: 13.4670
Epoch 209/1000, Loss: 15.2398, Valid Loss: 13.1810
Epoch 210/1000, Loss: 15.1865, Valid Loss: 14.6417
Epoch 211/1000, Loss: 15.5292, Valid Loss: 13.7459
Epoch 212/1000, Loss: 15.8320, Valid Loss: 15.1945
Epoch 213/1000, Loss: 15.6743, Valid Loss: 14.4829
Epoch 214/1000, Loss: 15.0871, Valid Loss: 15.3203
Epoch 215/1000, Loss: 14.5913, Valid Loss: 17.7440
Epoch 216/1000, Loss: 15.2549, Valid Loss: 17.4881
Epoch 217/1000, Loss: 14.8587, Valid Loss: 20.2226
Epoch 218/1000, Loss: 15.9776, Valid Loss: 15.5489
Epoch 219/1000, Loss: 14.0450, Valid Loss: 15.6008
Epoch 220/1000, Loss: 15.3802, Valid Loss: 15.1289
Epoch 221/1000, Loss: 15.5737, Valid Loss: 13.7390
Epoch 222/1000, Loss: 14.3716, Valid Loss: 14.2720
Epoch 223/1000, Loss: 15.1902, Valid Loss: 15.5141
Epoch 224/1000, Loss: 14.8404, Valid Loss: 18.5564
Epoch 225/1000, Loss: 13.6934, Valid Loss: 18.8060
Epoch 226/1000, Loss: 14.7684, Valid Loss: 14.2015
Epoch 227/1000, Loss: 15.2307, Valid Loss: 17.1323
Epoch 228/1000, Loss: 14.6709, Valid Loss: 15.1253
Epoch 229/1000, Loss: 15.8149, Valid Loss: 14.7666
Epoch 230/1000, Loss: 14.3891, Valid Loss: 12.6369
Epoch 231/1000, Loss: 14.1383, Valid Loss: 13.9443
Epoch 232/1000, Loss: 15.1410, Valid Loss: 15.5117
Epoch 233/1000, Loss: 15.3536, Valid Loss: 17.3769
Epoch 234/1000, Loss: 14.5286, Valid Loss: 15.3374
Epoch 235/1000, Loss: 14.9363, Valid Loss: 14.9921
Epoch 236/1000, Loss: 14.3434, Valid Loss: 13.4054
Epoch 237/1000, Loss: 15.0903, Valid Loss: 17.6131
Epoch 238/1000, Loss: 14.4370, Valid Loss: 16.8887
Epoch 239/1000, Loss: 14.6596, Valid Loss: 13.0456
Epoch 240/1000, Loss: 14.2065, Valid Loss: 17.8160
Epoch 241/1000, Loss: 14.1407, Valid Loss: 13.4867
Epoch 242/1000, Loss: 15.1882, Valid Loss: 14.7530
Epoch 243/1000, Loss: 15.7551, Valid Loss: 13.8929
Epoch 244/1000, Loss: 14.8303, Valid Loss: 14.3754
Epoch 245/1000, Loss: 14.5348, Valid Loss: 15.6848
Epoch 246/1000, Loss: 15.5034, Valid Loss: 20.8377
Epoch 247/1000, Loss: 16.2828, Valid Loss: 14.2976
Epoch 248/1000, Loss: 14.4967, Valid Loss: 15.7132
Epoch 249/1000, Loss: 14.6104, Valid Loss: 14.0696
Epoch 250/1000, Loss: 15.4954, Valid Loss: 16.0456
Epoch 251/1000, Loss: 14.7320, Valid Loss: 16.9029
Epoch 252/1000, Loss: 14.4485, Valid Loss: 13.3577
Epoch 253/1000, Loss: 15.5784, Valid Loss: 13.7637
Epoch 254/1000, Loss: 15.4264, Valid Loss: 16.0690
Epoch 255/1000, Loss: 15.2195, Valid Loss: 12.4189
Epoch 256/1000, Loss: 14.3869, Valid Loss: 16.3681
Epoch 257/1000, Loss: 14.8116, Valid Loss: 16.8885
Epoch 258/1000, Loss: 14.5715, Valid Loss: 13.2680
Epoch 259/1000, Loss: 15.5455, Valid Loss: 14.6847
Epoch 260/1000, Loss: 14.7063, Valid Loss: 12.1951
Epoch 261/1000, Loss: 14.4575, Valid Loss: 17.1410
Epoch 262/1000, Loss: 14.8151, Valid Loss: 13.6040
Epoch 263/1000, Loss: 14.5080, Valid Loss: 15.0249
Epoch 264/1000, Loss: 15.3261, Valid Loss: 15.7790
Epoch 265/1000, Loss: 14.3305, Valid Loss: 14.7266
Epoch 266/1000, Loss: 15.3411, Valid Loss: 14.6908
Epoch 267/1000, Loss: 15.4940, Valid Loss: 12.8173
Epoch 268/1000, Loss: 14.0610, Valid Loss: 20.1873
Epoch 269/1000, Loss: 14.8845, Valid Loss: 12.9542
Epoch 270/1000, Loss: 15.4306, Valid Loss: 13.1233
Epoch 271/1000, Loss: 14.8581, Valid Loss: 13.2880
Epoch 272/1000, Loss: 14.8812, Valid Loss: 14.3334
Epoch 273/1000, Loss: 14.6457, Valid Loss: 14.2719
Epoch 274/1000, Loss: 15.3164, Valid Loss: 12.9186
Epoch 275/1000, Loss: 15.6892, Valid Loss: 15.9228
Epoch 276/1000, Loss: 15.1540, Valid Loss: 13.3214
Epoch 277/1000, Loss: 14.1421, Valid Loss: 14.3826
Epoch 278/1000, Loss: 14.5692, Valid Loss: 14.1677
Epoch 279/1000, Loss: 14.7417, Valid Loss: 16.7099
Epoch 280/1000, Loss: 15.0151, Valid Loss: 12.0498
Epoch 281/1000, Loss: 16.6064, Valid Loss: 13.4814
Epoch 282/1000, Loss: 14.8143, Valid Loss: 19.1787
Epoch 283/1000, Loss: 14.1365, Valid Loss: 12.7058
Epoch 284/1000, Loss: 15.8315, Valid Loss: 13.2975
Epoch 285/1000, Loss: 15.0460, Valid Loss: 18.0850
Epoch 286/1000, Loss: 15.3462, Valid Loss: 18.7373
Epoch 287/1000, Loss: 15.0763, Valid Loss: 14.0238
Epoch 288/1000, Loss: 14.1688, Valid Loss: 13.1070
Epoch 289/1000, Loss: 14.5724, Valid Loss: 18.6066
Epoch 290/1000, Loss: 14.9350, Valid Loss: 20.6509
Epoch 291/1000, Loss: 14.5233, Valid Loss: 11.9548
Epoch 292/1000, Loss: 15.4573, Valid Loss: 13.6842
Epoch 293/1000, Loss: 15.2086, Valid Loss: 11.0443
Epoch 294/1000, Loss: 14.4832, Valid Loss: 14.3679
Epoch 295/1000, Loss: 16.0756, Valid Loss: 18.6046
Epoch 296/1000, Loss: 14.7786, Valid Loss: 17.0989
Epoch 297/1000, Loss: 14.6619, Valid Loss: 14.7787
Epoch 298/1000, Loss: 14.9762, Valid Loss: 14.7665
Epoch 299/1000, Loss: 13.5329, Valid Loss: 14.5735
Epoch 300/1000, Loss: 15.9521, Valid Loss: 15.4023
Epoch 301/1000, Loss: 15.5036, Valid Loss: 14.8057
Epoch 302/1000, Loss: 14.2153, Valid Loss: 13.0598
Epoch 303/1000, Loss: 14.6064, Valid Loss: 12.8791
Epoch 304/1000, Loss: 14.6488, Valid Loss: 18.6543
Epoch 305/1000, Loss: 13.9602, Valid Loss: 13.7693
Epoch 306/1000, Loss: 14.6933, Valid Loss: 14.2210
Epoch 307/1000, Loss: 14.4658, Valid Loss: 18.1731
Epoch 308/1000, Loss: 15.3720, Valid Loss: 14.0894
Epoch 309/1000, Loss: 14.1910, Valid Loss: 13.5049
Epoch 310/1000, Loss: 14.8450, Valid Loss: 14.1956
Epoch 311/1000, Loss: 14.3291, Valid Loss: 15.0034
Epoch 312/1000, Loss: 14.1298, Valid Loss: 13.3605
Epoch 313/1000, Loss: 14.5561, Valid Loss: 15.8126
Epoch 314/1000, Loss: 13.9697, Valid Loss: 19.0814
Epoch 315/1000, Loss: 15.0069, Valid Loss: 16.5676
Epoch 316/1000, Loss: 14.7117, Valid Loss: 14.6223
Epoch 317/1000, Loss: 14.6958, Valid Loss: 15.0288
Epoch 318/1000, Loss: 14.6556, Valid Loss: 14.2104
Epoch 319/1000, Loss: 15.1502, Valid Loss: 12.8110
